name,place_id,url,website,email,phone,overview,full_address,street,city,state,zipcode,latitude,longitude,status,services,treatment_setting,ages_served,languages,insurance,rating,reviews,type,error_message
"TeleScope Speech Language Pathology, LLC","TeleScope Speech Language Pathology, LLC",(803) 875-1001,http://www.telescopeslp.org/,,803) 875-1001,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,"TeleScope Speech Language Pathology, LLC",Speech pathologist,,No address or coordinates found
Miracle Farm Speech Therapy,"105 Lafayette Rd #7, Hampton Falls, NH 03844",(603) 918-1298,http://www.miraclefarmtherapy.com/,,603) 918-1298,Speech pathologist,"105 Lafayette Rd #7, Hampton Falls, NH 03844",105 Lafayette Rd #7,Hampton Falls,NH,03844,42.918686,-70.860562,🆕 Newly geocoded,,,,,,Miracle Farm Speech Therapy,Speech pathologist,,
Pediatric Therapy Center,"76 Northeastern Blvd STE 40, Nashua, NH 03062",(603) 882-4500,https://pediatrictherapycenternh.com/,,603) 882-4500,Speech pathologist,"76 Northeastern Blvd STE 40, Nashua, NH 03062",76 Northeastern Blvd STE 40,Nashua,NH,03062,42.735418,-71.486108,🆕 Newly geocoded,,,,,,Pediatric Therapy Center,Speech pathologist,,
Montclair Speech Therapy,"17 Watchung Plaza, Montclair, NJ 07042",(973) 744-0804,http://montclairspeechtherapy.com/,,973) 744-0804,Speech pathologist,"17 Watchung Plaza, Montclair, NJ 07042",17 Watchung Plaza,Montclair,NJ,07042,40.829735,-74.206217,🆕 Newly geocoded,,,,,,Montclair Speech Therapy,Speech pathologist,,
Speech Therapy Plus,"11-26 Saddle River Rd, Fair Lawn, NJ 07410",(201) 509-8205,https://www.speechtherapyplusllc.com/,,201) 509-8205,Medical clinic,"11-26 Saddle River Rd, Fair Lawn, NJ 07410",11-26 Saddle River Rd,Fair Lawn,NJ,07410,40.939346,-74.099311,🆕 Newly geocoded,,,,,,Speech Therapy Plus,Medical clinic,,
"NEUROREHAB & SPEECH HEALERS, LLC | Speech Pathologist, Pediatric & Adult Language Disorder Therapy","10 NJ-35 3rd Floor, Red Bank, NJ 07701",(732) 743-8383,https://www.njspeechpathologist.com/?utm_source=google&utm_medium=maps&utm_campaign=gmb,,732) 743-8383,Speech pathologist,"10 NJ-35 3rd Floor, Red Bank, NJ 07701",10 NJ-35 3rd Floor,Red Bank,NJ,07701,40.357657,-74.078075,🆕 Newly geocoded,,,,,,"NEUROREHAB & SPEECH HEALERS, LLC | Speech Pathologist, Pediatric & Adult Language Disorder Therapy",Speech pathologist,,
Thrive Pediatric Therapy,"227 Laurel Rd STE 104, Voorhees Township, NJ 08043",(856) 425-2239,https://www.thrivetherapynj.com/,,856) 425-2239,Pediatric clinic,"227 Laurel Rd STE 104, Voorhees Township, NJ 08043",227 Laurel Rd STE 104,Voorhees Township,NJ,08043,39.849911,-74.998118,🆕 Newly geocoded,,,,,,Thrive Pediatric Therapy,Pediatric clinic,,
Pediatric Therapy Center of NJ (Occupational & Speech),"Office Park, 912 Pompton Avenue (Suite B1), Canfield, Pompton Ave, Cedar Grove, NJ 07009",(973) 680-1971,https://pedstherapynj.com/,,973) 680-1971,Speech pathologist,"Office Park, 912 Pompton Avenue (Suite B1), Canfield, Pompton Ave, Cedar Grove, NJ 07009",Office Park,Cedar Grove,NJ,07009,40.86402,-74.23316,🆕 Newly geocoded,,,,,,Pediatric Therapy Center of NJ (Occupational & Speech),Speech pathologist,,
Northeast Speech and Language Services,"60 E Main St, Somerville, NJ 08876",(908) 458-6267,http://www.northeastspeechservices.com/,,908) 458-6267,Speech pathologist,"60 E Main St, Somerville, NJ 08876",60 E Main St,Somerville,NJ,08876,40.567492,-74.609737,🆕 Newly geocoded,,,,,,Northeast Speech and Language Services,Speech pathologist,,
Talk of the Town Speech & Language,"8008 US-130 Building A, Suite 105, Delran, NJ 08075",(856) 255-5752,https://www.talkofthetownllc.com/,,856) 255-5752,Speech pathologist,"8008 US-130 Building A, Suite 105, Delran, NJ 08075",8008 US-130 Building A,Delran,NJ,08075,40.02326,-74.937764,🆕 Newly geocoded,,,,,,Talk of the Town Speech & Language,Speech pathologist,,
Gohar Speech Therapy,"579 Cranbury Rd G, East Brunswick, NJ 08816",(732) 313-5458,http://goharspeechtherapy.com/,,732) 313-5458,Medical clinic,"579 Cranbury Rd G, East Brunswick, NJ 08816",579 Cranbury Rd G,East Brunswick,NJ,08816,40.411979,-74.419004,🆕 Newly geocoded,,,,,,Gohar Speech Therapy,Medical clinic,,
"Eat Play Learn, LLC","900 Haddon Ave Suite 312, Collingswood, NJ 08108","Eat Play Learn, LLC",http://www.eatplaylearnnj.com/,,,Speech pathologist,"900 Haddon Ave Suite 312, Collingswood, NJ 08108",900 Haddon Ave Suite 312,Collingswood,NJ,08108,39.914299,-75.063344,🆕 Newly geocoded,,,,,,"Eat Play Learn, LLC",Speech pathologist,,
MJ KIDZ,"617 Auburn Rd Suite103, Swedesboro, NJ 08085",(856) 375-2914,http://www.mjkidz.com/,,856) 375-2914,Speech pathologist,"617 Auburn Rd Suite103, Swedesboro, NJ 08085",617 Auburn Rd Suite103,Swedesboro,NJ,08085,39.745668,-75.314185,🆕 Newly geocoded,,,,,,MJ KIDZ,Speech pathologist,,
Little Light Speech Therapy,"100 Matawan Rd Suite 325, Matawan, NJ 07747",(908) 304-3053,https://littlelightspeechtherapynj.com/,,908) 304-3053,Speech pathologist,"100 Matawan Rd Suite 325, Matawan, NJ 07747",100 Matawan Rd Suite 325,Matawan,NJ,07747,40.432019,-74.250018,🆕 Newly geocoded,,,,,,Little Light Speech Therapy,Speech pathologist,,
Wise Choice Speech Therapy,"312 Amboy Ave Suite C, Metuchen, NJ 08840",(862) 414-4996,http://www.wisechoicespeech.com/,,862) 414-4996,Speech pathologist,"312 Amboy Ave Suite C, Metuchen, NJ 08840",312 Amboy Ave Suite C,Metuchen,NJ,08840,40.538198,-74.361899,🆕 Newly geocoded,,,,,,Wise Choice Speech Therapy,Speech pathologist,,
SpeakEasy Speech-Language Therapy,"4 Cornwall Dr #101, East Brunswick, NJ 08816",(732) 210-7241,http://www.speak-easynj.com/,,732) 210-7241,Speech pathologist,"4 Cornwall Dr #101, East Brunswick, NJ 08816",4 Cornwall Dr #101,East Brunswick,NJ,08816,40.41053,-74.421712,🆕 Newly geocoded,,,,,,SpeakEasy Speech-Language Therapy,Speech pathologist,,
Rizza Miro & Associates LLC,"Eves Dr #3 suite 308, Marlton, NJ 08053",(856) 334-5238,http://www.rizzamirospeech.com/,,856) 334-5238,Speech pathologist,"Eves Dr #3 suite 308, Marlton, NJ 08053",Eves Dr #3 suite 308,Marlton,NJ,08053,39.911821,-74.932575,🆕 Newly geocoded,,,,,,Rizza Miro & Associates LLC,Speech pathologist,,
NJ Steps Speech & Language Therapy,"1129 Bloomfield Ave #220, West Caldwell, NJ 07006",(973) 244-2448,http://njsteps.com/,,973) 244-2448,Medical clinic,"1129 Bloomfield Ave #220, West Caldwell, NJ 07006",1129 Bloomfield Ave #220,West Caldwell,NJ,07006,40.85549,-74.308965,🆕 Newly geocoded,,,,,,NJ Steps Speech & Language Therapy,Medical clinic,,
"HMS & Associates Heidi Miller Speech, Feeding, and Language Therapy","186 Columbia Turnpike, Florham Park, NJ 07932",(973) 525-5191,http://heidimillerspeech.com/,,973) 525-5191,Speech pathologist,"186 Columbia Turnpike, Florham Park, NJ 07932",186 Columbia Turnpike,Florham Park,NJ,07932,40.789286,-74.394124,🆕 Newly geocoded,,,,,,"HMS & Associates Heidi Miller Speech, Feeding, and Language Therapy",Speech pathologist,,
Insight Speech and Swallowing Therapy,"1930 Marlton Pike STE J-51, Cherry Hill Township, NJ 08003",(856) 200-8392,https://www.insightspeechandswallowing.com/,,856) 200-8392,Speech pathologist,"1930 Marlton Pike STE J-51, Cherry Hill Township, NJ 08003",1930 Marlton Pike STE J-51,Cherry Hill Township,NJ,08003,39.902336,-74.963489,🆕 Newly geocoded,,,,,,Insight Speech and Swallowing Therapy,Speech pathologist,,
The Therapy Garden,"1 Bethany Rd, Hazlet, NJ 07730",(614) 931-0321,http://www.thetherapygardennj.com/,,614) 931-0321,Speech pathologist,"1 Bethany Rd, Hazlet, NJ 07730",1 Bethany Rd,Hazlet,NJ,07730,40.415846,-74.177807,🆕 Newly geocoded,,,,,,The Therapy Garden,Speech pathologist,,
"Laryngenesis Therapy, LLC","4141 Montgomery Blvd NE, Albuquerque, NM 87109",(505) 459-0888,https://www.laryngenesis.com/,,505) 459-0888,Speech pathologist,"4141 Montgomery Blvd NE, Albuquerque, NM 87109",4141 Montgomery Blvd NE,Albuquerque,NE,87109,35.131714,-106.597828,🆕 Newly geocoded,,,,,,"Laryngenesis Therapy, LLC",Speech pathologist,,
Smalltalk Speech Therapy,"7216 4th St NW, Los Ranchos De Albuquerque, NM 87107",(505) 821-1638,https://smalltalkabq.com/,,505) 821-1638,Speech pathologist,"7216 4th St NW, Los Ranchos De Albuquerque, NM 87107",7216 4th St NW,Los Ranchos De Albuquerque,NM,87107,35.165533,-106.635822,🆕 Newly geocoded,,,,,,Smalltalk Speech Therapy,Speech pathologist,,
Laurie Ross Brennan & Associates,"4811 Hardware Dr NE Suite 1, Albuquerque, NM 87109",(505) 268-5933,http://abqspeech.com/,,505) 268-5933,Speech pathologist,"4811 Hardware Dr NE Suite 1, Albuquerque, NM 87109",4811 Hardware Dr NE Suite 1,Albuquerque,NE,87109,35.13644,-106.590825,🆕 Newly geocoded,,,,,,Laurie Ross Brennan & Associates,Speech pathologist,,
West Side Speech Academy,"4801 McMahon Blvd NW Suite 200, Albuquerque, NM 87114",(505) 554-1734,http://westsidespeechacademy.com/,,505) 554-1734,Speech pathologist,"4801 McMahon Blvd NW Suite 200, Albuquerque, NM 87114",4801 McMahon Blvd NW Suite 200,Albuquerque,NM,87114,35.20768,-106.678697,🆕 Newly geocoded,,,,,,West Side Speech Academy,Speech pathologist,,
Bloom Bilingual Therapy LLC,"9201 Montgomery Blvd NE Building 1, Albuquerque, NM 87111",(505) 595-7104,http://bloombilingualtherapy.com/,,505) 595-7104,Speech pathologist,"9201 Montgomery Blvd NE Building 1, Albuquerque, NM 87111",9201 Montgomery Blvd NE Building 1,Albuquerque,NE,87111,35.131119,-106.540344,🆕 Newly geocoded,,,,,,Bloom Bilingual Therapy LLC,Speech pathologist,,
"We Need to Talk and More! Speech, Language and Occupational Therapy Services","3311 Candelaria Rd NE Suite E, Albuquerque, NM 87107",(505) 200-9962,http://weneedtotalkandmore.com/,,505) 200-9962,Medical clinic,"3311 Candelaria Rd NE Suite E, Albuquerque, NM 87107",3311 Candelaria Rd NE Suite E,Albuquerque,NE,87107,35.117212,-106.607753,🆕 Newly geocoded,,,,,,"We Need to Talk and More! Speech, Language and Occupational Therapy Services",Medical clinic,,
Nice Speech Lady LLC,"409 N California St, Socorro, NM 87801",(505) 907-1902,https://nicespeechlady.com/for-patients/,,505) 907-1902,Speech pathologist,"409 N California St, Socorro, NM 87801",409 N California St,Socorro,NM,87801,34.060991,-106.892456,🆕 Newly geocoded,,,,,,Nice Speech Lady LLC,Speech pathologist,,
The Therapy Spot,"3900 Eubank Blvd NE Unit 7, Albuquerque, NM 87111",(505) 461-3525,,,505) 461-3525,Speech pathologist,"3900 Eubank Blvd NE Unit 7, Albuquerque, NM 87111",3900 Eubank Blvd NE Unit 7,Albuquerque,NE,87111,35.128034,-106.532522,🆕 Newly geocoded,,,,,,The Therapy Spot,Speech pathologist,,
Aspirations Speech Language Pathology Services LLC,"131 Madison St NE Suite 101, Albuquerque, NM 87108",(505) 302-0538,http://www.aspirationsslp.com/,,505) 302-0538,Speech pathologist,"131 Madison St NE Suite 101, Albuquerque, NM 87108",131 Madison St NE Suite 101,Albuquerque,NE,87108,35.079284,-106.592551,🆕 Newly geocoded,,,,,,Aspirations Speech Language Pathology Services LLC,Speech pathologist,,
"Thrive Therapy Clovis, NM","2325 N Main St Suite B, Clovis, NM 88101",(575) 935-8070,,,575) 935-8070,Speech pathologist,"2325 N Main St Suite B, Clovis, NM 88101",2325 N Main St Suite B,Clovis,NM,88101,34.42205,-103.206114,🆕 Newly geocoded,,,,,,"Thrive Therapy Clovis, NM",Speech pathologist,,
More Than Words,"4115 Montgomery Blvd NE, Albuquerque, NM 87109",(505) 883-3787,http://www.morethanwordsabq.com/,,505) 883-3787,Speech pathologist,"4115 Montgomery Blvd NE, Albuquerque, NM 87109",4115 Montgomery Blvd NE,Albuquerque,NE,87109,35.132021,-106.598422,🆕 Newly geocoded,,,,,,More Than Words,Speech pathologist,,
Sandia Speech and Language,"4011 Barbara Loop SE, Rio Rancho, NM 87124",(505) 600-2627,http://sandia-speech.com/,,505) 600-2627,Speech pathologist,"4011 Barbara Loop SE, Rio Rancho, NM 87124",4011 Barbara Loop SE,Rio Rancho,NM,87124,35.236708,-106.655384,🆕 Newly geocoded,,,,,,Sandia Speech and Language,Speech pathologist,,
"Speech & Language A to Z, LLC","6501 Wyoming Blvd NE c115, Albuquerque, NM 87109",(505) 375-0211,http://www.slpatoz.com/,,505) 375-0211,Speech pathologist,"6501 Wyoming Blvd NE c115, Albuquerque, NM 87109",6501 Wyoming Blvd NE c115,Albuquerque,NE,87109,35.153403,-106.563315,🆕 Newly geocoded,,,,,,"Speech & Language A to Z, LLC",Speech pathologist,,
Bilingual Interventions Llc,"3805 Atrisco Dr NW Suite B, Albuquerque, NM 87120",(505) 508-1830,https://bilingualinterventions.com/,,505) 508-1830,Occupational therapist,"3805 Atrisco Dr NW Suite B, Albuquerque, NM 87120",3805 Atrisco Dr NW Suite B,Albuquerque,NM,87120,35.12561,-106.706838,🆕 Newly geocoded,,,,,,Bilingual Interventions Llc,Occupational therapist,,
Presbyterian Speech and Language Therapy at 8100 Constitution Pl NE,"SLT Clinic, Most accessible entrance at parking lot, 8100 Constitution Pl NE, parallel to I40, Albuquerque, NM 87110",(505) 291-2372,https://www.phs.org/doctors-services/rehabilitation-services/speech-and-language-therapy/kaseman?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_kaseman_rehab_speech__268,,505) 291-2372,Speech pathologist,"SLT Clinic, Most accessible entrance at parking lot, 8100 Constitution Pl NE, parallel to I40, Albuquerque, NM 87110",SLT Clinic,Albuquerque,NE,87110,35.092828,-106.5555,🆕 Newly geocoded,,,,,,Presbyterian Speech and Language Therapy at 8100 Constitution Pl NE,Speech pathologist,,
"Corrales Voice & Speech Therapy, LLC","4686 Corrales Rd suite 4WC, Corrales, NM 87048",(505) 226-6060,https://www.corralesvoice.com/,,505) 226-6060,Speech pathologist,"4686 Corrales Rd suite 4WC, Corrales, NM 87048",4686 Corrales Rd suite 4WC,Corrales,NM,87048,35.22774,-106.6138,🆕 Newly geocoded,,,,,,"Corrales Voice & Speech Therapy, LLC",Speech pathologist,,
"Rise Speech Language Pathology Services, LLC","2904 Rodeo Park Dr E #400b, Santa Fe, NM 87505",(505) 302-0095,http://www.risetherapynm.com/,,505) 302-0095,Speech pathologist,"2904 Rodeo Park Dr E #400b, Santa Fe, NM 87505",2904 Rodeo Park Dr E #400b,Santa Fe,NM,87505,35.637842,-105.959362,🆕 Newly geocoded,,,,,,"Rise Speech Language Pathology Services, LLC",Speech pathologist,,
Sandia Sunrise Therapy,"9550 San Mateo Blvd NE Suite A, Albuquerque, NM 87113",(505) 302-6850,https://www.sandiasunrisetherapy.com/,,505) 302-6850,Speech pathologist,"9550 San Mateo Blvd NE Suite A, Albuquerque, NM 87113",9550 San Mateo Blvd NE Suite A,Albuquerque,NE,87113,35.195669,-106.585532,🆕 Newly geocoded,,,,,,Sandia Sunrise Therapy,Speech pathologist,,
"Bosque Therapy Center, LLC","980 Bosque Farms Blvd, Bosque Farms, NM 87068",(505) 554-0052,http://www.bosquetherapy.com/,,505) 554-0052,Speech pathologist,"980 Bosque Farms Blvd, Bosque Farms, NM 87068",980 Bosque Farms Blvd,Bosque Farms,NM,87068,34.86004,-106.68752,🆕 Newly geocoded,,,,,,"Bosque Therapy Center, LLC",Speech pathologist,,
Creative Speech Therapy NYC,"313 E 95th St, New York, NY 10128",(646) 476-4599,http://www.cst-nyc.com/,,646) 476-4599,Speech pathologist,"313 E 95th St, New York, NY 10128",313 E 95th St,New York,NY,10128,40.78335,-73.946588,🆕 Newly geocoded,,,,,,Creative Speech Therapy NYC,Speech pathologist,,
Speech in The City - Pediatric Speech and Feeding Therapy Center,"30 E 60th St Suite 904, New York, NY 10022",(212) 381-8820,http://www.speechinthecity.com/,,212) 381-8820,Medical clinic,"30 E 60th St Suite 904, New York, NY 10022",30 E 60th St Suite 904,New York,NY,10022,40.763775,-73.970219,🆕 Newly geocoded,,,,,,Speech in The City - Pediatric Speech and Feeding Therapy Center,Medical clinic,,
"NYC SPEECH-LANGUAGE PATHOLOGIST, P.C.","Lefcourt National Building, 521 5th Ave #1720, New York, NY 10175",(347) 579-7855,http://www.speechtherapynyc.net/,,347) 579-7855,Speech pathologist,"Lefcourt National Building, 521 5th Ave #1720, New York, NY 10175",Lefcourt National Building,New York,NY,10175,40.754127,-73.979916,🆕 Newly geocoded,,,,,,"NYC SPEECH-LANGUAGE PATHOLOGIST, P.C.",Speech pathologist,,
"NYC Speech-Language Pathologist, P.C.","475 White Plains Rd #14, Eastchester, NY 10709",(347) 579-7855,https://www.speechtherapynyc.net/,,347) 579-7855,Speech pathologist,"475 White Plains Rd #14, Eastchester, NY 10709",475 White Plains Rd #14,Eastchester,NY,10709,40.958058,-73.81328,🆕 Newly geocoded,,,,,,"NYC Speech-Language Pathologist, P.C.",Speech pathologist,,
THERAPY MATTERS NY SLP PC,"2102 Avenue Z Suite 301, Brooklyn, NY 11235",(347) 292-9899,https://therapymattersslp.com/,,347) 292-9899,Speech pathologist,"2102 Avenue Z Suite 301, Brooklyn, NY 11235",2102 Avenue Z Suite 301,Brooklyn,NY,11235,40.588522,-73.947978,🆕 Newly geocoded,,,,,,THERAPY MATTERS NY SLP PC,Speech pathologist,,
City Sounds of NY,"134 W 26th St #602, New York, NY 10001",(212) 604-9360,https://citysoundsny.com/,,212) 604-9360,Medical clinic,"134 W 26th St #602, New York, NY 10001",134 W 26th St #602,New York,NY,10001,40.745342,-73.992996,🆕 Newly geocoded,,,,,,City Sounds of NY,Medical clinic,,
Anna Ollinger Speech Therapy,"299 Broadway Suite 1110, New York, NY 10007",(847) 431-4849,http://annaospeech.com/,,847) 431-4849,Speech pathologist,"299 Broadway Suite 1110, New York, NY 10007",299 Broadway Suite 1110,New York,NY,10007,40.715089,-74.005779,🆕 Newly geocoded,,,,,,Anna Ollinger Speech Therapy,Speech pathologist,,
New York Speech Pathology,"242 W 38th St #11, New York, NY 10018",(646) 820-4793,,,646) 820-4793,Speech pathologist,"242 W 38th St #11, New York, NY 10018",242 W 38th St #11,New York,NY,10018,40.753955,-73.99025,🆕 Newly geocoded,,,,,,New York Speech Pathology,Speech pathologist,,
"Aim High Speech Therapy Services, PLLC","147-44 69th Rd, Flushing, NY 11367",(718) 263-3363,http://aimhighspeech.com/,,147-44 69,Speech pathologist,"147-44 69th Rd, Flushing, NY 11367",147-44 69th Rd,Flushing,NY,11367,40.730849,-73.819894,🆕 Newly geocoded,,,,,,"Aim High Speech Therapy Services, PLLC",Speech pathologist,,
"Speech Language Play NYC, PLLC","26 Court St Suite 409, Brooklyn, NY 11242",(917) 830-5955,https://www.speechlanguageplaynyc.com/,,917) 830-5955,Medical clinic,"26 Court St Suite 409, Brooklyn, NY 11242",26 Court St Suite 409,Brooklyn,NY,11242,40.693328,-73.990884,🆕 Newly geocoded,,,,,,"Speech Language Play NYC, PLLC",Medical clinic,,
Nurture Speech and Feeding Therapy,"130 W 74th St Apt 2b, New York, NY 10023",(917) 719-0424,https://www.nurturespeechtherapy.com/,,917) 719-0424,Medical clinic,"130 W 74th St Apt 2b, New York, NY 10023",130 W 74th St Apt 2b,New York,NY,10023,40.779049,-73.979086,🆕 Newly geocoded,,,,,,Nurture Speech and Feeding Therapy,Medical clinic,,
"Westchester Speech Therapy, PLLC","94 Waverly Ave, Eastchester, NY 10709",(718) 541-4185,https://rymaps.org/business/westchester-speech-therapy-pllc-tvom09,,718) 541-4185,Speech pathologist,"94 Waverly Ave, Eastchester, NY 10709",94 Waverly Ave,Eastchester,NY,10709,40.948244,-73.812734,🆕 Newly geocoded,,,,,,"Westchester Speech Therapy, PLLC",Speech pathologist,,
Bilingual Speech-Language and Swallowing Therapy,"80-15 Lefferts Blvd Ste. 2F, Kew Gardens, NY 11415",(718) 880-2468,https://www.bilingualslpny.com/,,718) 880-2468,Speech pathologist,"80-15 Lefferts Blvd Ste. 2F, Kew Gardens, NY 11415",80-15 Lefferts Blvd Ste. 2F,Kew Gardens,NY,11415,40.710119,-73.828013,🆕 Newly geocoded,,,,,,Bilingual Speech-Language and Swallowing Therapy,Speech pathologist,,
Little Hearts Speech Therapy,"26 West St, Brooklyn, NY 11222",Little Hearts Speech Therapy,https://www.littleheartsnyc.com/,,,Speech pathologist,"26 West St, Brooklyn, NY 11222",26 West St,Brooklyn,NY,11222,40.727242,-73.958648,🆕 Newly geocoded,,,,,,Little Hearts Speech Therapy,Speech pathologist,,
Evan K. Lipman Pediatric Speech-Language Pathologist and Scholastic Readiness Coach,"205 E 63rd St # 16g, New York, NY 10065",(917) 553-0926,,,917) 553-0926,Speech pathologist,"205 E 63rd St # 16g, New York, NY 10065",205 E 63rd St # 16g,New York,NY,10065,40.763973,-73.964231,🆕 Newly geocoded,,,,,,Evan K. Lipman Pediatric Speech-Language Pathologist and Scholastic Readiness Coach,Speech pathologist,,
bklyn speech,"275 Prospect Park W, Brooklyn, NY 11215",(718) 440-9354,https://bklynspeech.com/,,718) 440-9354,Medical clinic,"275 Prospect Park W, Brooklyn, NY 11215",275 Prospect Park W,Brooklyn,NY,11215,40.658071,-73.982171,🆕 Newly geocoded,,,,,,bklyn speech,Medical clinic,,
Daisy Plays,"400 W 61st St #1006, New York, NY 10023",(310) 309-1697,http://www.daisyplays.com/,,310) 309-1697,Speech pathologist,"400 W 61st St #1006, New York, NY 10023",400 W 61st St #1006,New York,NY,10023,40.77329,-73.99158,🆕 Newly geocoded,,,,,,Daisy Plays,Speech pathologist,,
